id	source	category	status	requirement	evidence	check
P24-PLAN-VAL-011	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	ABI tests cover signed/unsigned raw bits and operations, all nilable primitive/reference/Unit positions, wrapper boundaries, primitive/reference arrays, tuple descriptors/classes, function interfaces, closures/cells, and canonical Lyra signatures independent of JVM descriptors.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/JvmAbiMapperTest.java#arraysTuplesAndFunctionsUseConcreteGeneratedReferences;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase17SmokeTest.java#facadeSurfaceIsTypedReservedAndOptionsAware	abi
P24-PLAN-VAL-012	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Generated facade consumer fixtures compile as ordinary Java and prove exact typed calls/getters/setters/function getters, deterministic naming/collisions, same-module authenticated function values, rejected Java callbacks, live-array escape behavior, and metadata access.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/backend/jvm/Phase17SmokeTest.java#generatedFacadeCompilesAsAnOrdinaryJavaConsumer;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase19PublicApiTest.java#compilerPublishesImmutableArtifactAndExactBoundHandle	api
P24-PLAN-VAL-013	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Runtime tests prove one dependency instance per root instance, independent instances, eager order/effects/failure, wrong-thread-before-state checks, OPEN/FAILED/CLOSED behavior, owner-thread idempotent close, post-close failures, invalidated closures/handles, and loader close ordering.	lyra-runtime/src/test/java/io/mindspice/lyra/runtime/RuntimeFoundationTest.java#optionsOwnNoStreamsAndLifecycleChecksOrderAndInvalidation;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#handlesAndClosuresAreOwnerConfinedAndInvalidatedAfterClose	runtime
P24-PLAN-VAL-014	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Failure tests cover every required `LYR-*` category, `LYC-*` diagnostics, Lyra frame/span order, synthetic-frame hiding, `StackOverflowError` translation only at the specified boundary, custom loader link/verify translation, and unchanged escape of excluded JVM integrity failures.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#runtimeFailureMatrixIncludesFramesAndInitializationCause;lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase22CliConformanceTest.java#runMapsRuntimeFailuresAndDeferredSyntaxToSourceFailures	diagnostics
P24-PLAN-VAL-015	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Repeated clean compilation of identical snapshots/options under the same compiler build produces byte-identical classes/directories/thin JARs/bundled JARs, canonical JSON/debug maps/MANIFEST.MF, stable names/revisions, normalized ZIP entries, and no absolute paths/timestamps.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#repeatedCleanCompilationsProduceByteIdenticalArtifacts;tools/phase24-release-audit.sh	determinism
P24-PLAN-VAL-016	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Artifact publication tests prove refusal without force, sibling staging, atomic replacement, preservation of previous output on failure, source-inclusion hash consistency, malformed/duplicate metadata rejection, ABI/profile/preview preflight, and direct-classpath JVM mismatch behavior.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#metadataAndDebugMapRemainCanonicalWithOptionalSources;tools/phase24-release-audit.sh	artifact
P24-PLAN-VAL-017	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Class directories, thin JARs with external runtime, and bundled JARs all verify/load/execute; bundled output obeys `java -jar` versus `--enable-preview`, and thin output shares exactly one parent runtime.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#classesThinAndBundledArtifactsAreDeterministicAndExternallyVerifiable;tools/phase24-release-audit.sh	packaging
P24-PLAN-VAL-018	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	CLI subprocess tests prove exact help/version text, options/defaults, root path/logical resolution, `--` forwarding, exact-main diagnostics, compile formats, output paths, source/runtime/usage exit classes, returned-main exit values, and invocation/close failure precedence.	lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase21CliTest.java#helpVersionAndUsageAreStable;lyra-cli/src/test/java/io/mindspice/lyra/cli/Phase22CliConformanceTest.java#runMapsRuntimeFailuresAndDeferredSyntaxToSourceFailures	cli
P24-PLAN-VAL-019	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Public Java API tests compile external consumer fixtures for ahead-of-time generated facades and runtime compile/load/instantiate/exact export handles, with no repeated name search or `Object...` conversion on invocation.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase19PublicApiTest.java#compilerPublishesImmutableArtifactAndExactBoundHandle;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase22ConformanceTest.java#generatedFacadeExposesExactJavaTypesAndCompilesAsAConsumer	api
P24-PLAN-VAL-020	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	`std->io` tests prove pinned identity/revision, non-shadowability, serialized contiguous UTF-8 output, exact `\n`, flushes, configurable streams/charset, line/CRLF behavior, EOF, malformed input, interruption preservation, `LYR-IO`, and non-closing process streams.	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase20IoTest.java#outputUsesConfiguredCharsetOneWritePerCallAndFlushes;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/Phase20IoTest.java#readLineDecodesUtf8StripsOnlyCrLfAndUsesNilOnlyAtCleanEof	io
P24-PLAN-VAL-021	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Focused goldens for canonical metadata, diagnostics, debug maps, and selected disassembly are reviewed and stable; all other behavior is asserted structurally rather than accepted through broad snapshots or printed output.	README.md;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/artifact/Phase18ArtifactTest.java#metadataIsCanonicalEscapedOrderedAndReadable	docs
P24-PLAN-VAL-022	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	Class-file inspection plus JMH GC-profiler/JFR evidence proves no avoidable boxing/allocation in primitive steady-state paths without relying solely on escape analysis.	tools/phase23-evidence.sh;tools/phase23-gates.json;tools/phase23_gate.py	phase23
P24-PLAN-VAL-023	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	JMH evidence records the required environment/methodology and compares all specified cold/warm/call/arithmetic/recursion/closure/aggregate/failure/loading/allocation/class-count/metaspace workloads against equivalent Java.	tools/phase23-evidence.sh;tools/phase23-gates.json	phase23
P24-PLAN-VAL-024	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	The owner ratifies numerical performance thresholds from the evidence, those gates are encoded and pass before final backend completion is reported.	tools/phase23-gates.json;tools/phase23_gate.py	phase23
P24-PLAN-VAL-025	.internal-dev/plans/20260830-194512-implement-the-complete-lyra-language-jvm-backend-runtime/plan.md#Validation-Criteria	plan-validation	PASS	A final requirement matrix maps every validation bullet in both living specifications to passing tests/evidence and confirms every deferred feature remains absent from current grammar/product/API claims.	tools/phase24-conformance-coverage.tsv#P24-COV-LANG-001;tools/phase24-conformance-coverage.tsv#P24-COV-BACK-013	coverage
P24-REPL-001	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Required-Behavior	session-api	PASS	Owner-confined session lifecycle cancellation revisions source origins and staged metadata publication are implemented and tested	lyra-repl/src/test/java/io/mindspice/lyra/repl/LyraSessionTest.java#typeQueryUsesFinalTopLevelFormWithoutExecutingOrPublishing;lyra-repl/src/test/java/io/mindspice/lyra/repl/ReplContractsTest.java#requestIdentityRevisionAndTerminalResultsAreImmutableAndStatusSafe;lyra-repl/src/test/java/io/mindspice/lyra/repl/PersistentScalarTest.java#privateCounterUsesItsOriginalTypedStorage;lyra-repl/src/test/java/io/mindspice/lyra/repl/SessionJavaConsumerTest.java#externalJavaConsumerProvesPersistenceCancellationBusyClosedAndVerification;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionCompilerTest.java#compositeSessionResultReusesExistingGeneratedTypeDependencies	repl-session
P24-REPL-002	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Required-Behavior	transport	PASS	Credential-free bounded loopback protocol v2 framing validation one-controller reconnect cancellation freshness LOAD/RELOAD and completion behavior are implemented and tested	lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/RemoteProtocolV2Test.java#helloCarriesSessionRevisionMutationSequenceAndActiveRequest;lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/RemoteWireRobustnessTest.java#duplicateIdentityAndSequenceNeverExecuteSourceTwice;lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/RemoteWireRobustnessTest.java#terminalResultSuppressesCancellationStatusAfterEvaluationFinishes;lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/RemoteSessionExecutionTest.java#realSessionQueriesExecuteOnOwnerAndRuntimeFramesSurviveTheWire;lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/RemoteFileModuleTest.java#reloadRebuildsServerModulesAndReturnsRealInitializerProgress;lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/NoAuthAttachmentTest.java#attachExecutesRealRootStateWithoutAnyCredentialSurface	repl-remote
P24-REPL-003	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Required-Behavior	console	PASS	Plain and JLine editing lexical completeness history privacy type checking terminal behavior configured-root startup reload and coordinated program input pass	lyra-repl/src/test/java/io/mindspice/lyra/repl/PlainConsoleTest.java#reloadTargetRoutesToTheSessionAndReportsItsTerminalOutcome;lyra-cli/src/test/java/io/mindspice/lyra/cli/JLineConsoleTest.java#commonPersistentCorpusExecutesThroughTheRichManagedConsole;lyra-cli/src/test/java/io/mindspice/lyra/cli/JLinePtyTest.java#activeCtrlCCancelsOnlyTheKnownEvaluationAndLaterSourceSucceeds;lyra-cli/src/test/java/io/mindspice/lyra/cli/JLineConsoleTest.java#fileAndModuleCompletionListsExecutionHostFilesWithoutInitializingThem;lyra-repl/src/test/java/io/mindspice/lyra/repl/ConsoleParsingTest.java#reloadRequiresExactlyOneTargetAndIsNotAnUnavailableNoOp;lyra-cli/src/test/java/io/mindspice/lyra/cli/AttachCliTest.java#attachUsesPlainInjectedStreamsAndMapsEvaluationQueriesResetAndHistory	repl-console
P24-REPL-004	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Required-Behavior	linkage	PASS	Exact scalar source-local aggregate and compiler-certified callable storage pass including captured cells higher-order calls returned closures callable-bearing arrays/tuples recursion failure recovery cancellation and imported module linkage	lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionStorageLinkTest.java#identicalNamesTypesAndOrdinalsDoNotAuthorizeForeignStorage;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionAggregateLinkTest.java#physicalTypeMismatchAndChangedStructuralBytesFailBeforeAnyNewSourceEffect;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionCallableRuntimeTest.java#initializedGenerationsShareExactClosuresAndTheirOriginalMutableCells;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionCapturedInstanceFlowTest.java#independentFactoryCellsDoNotLoseEachOthersCallableAlternatives;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionDeclarationWriteFlowTest.java#invokedBodiesTransferCurrentModuleFunctionStorageWrites;lyra-repl/src/test/java/io/mindspice/lyra/repl/PersistentCallableTest.java#closuresRetainOriginalBindingsAndShareMutableCellsAcrossSubmissions;lyra-repl/src/test/java/io/mindspice/lyra/repl/PersistentImportTest.java#importedModuleInitializesOnceAndKeepsLiveStateAcrossSubmissions	repl-linkage
P24-REPL-005	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Required-Behavior	results	PASS	Exact final-expression bytecode results produce bounded immutable scalar nullable array tuple function and alias snapshots without execution during formatting	lyra-repl/src/test/java/io/mindspice/lyra/repl/ExecutedSnapshotTest.java#resultsComeFromExecutedExpressionsAndDeclarationsHaveNoSeparateResult;lyra-repl/src/test/java/io/mindspice/lyra/repl/ExecutedSnapshotTest.java#displayBudgetsBoundWidthDepthAndEscapedOutput;lyra-repl/src/test/java/io/mindspice/lyra/repl/ExecutedSnapshotTest.java#returnedSnapshotRemainsUsableAfterGenerationResetAndClose;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionCompilerTest.java#compositeSessionResultReusesExistingGeneratedTypeDependencies;lyra-repl/src/test/java/io/mindspice/lyra/repl/ReplContractsTest.java#snapshotsPreserveTypedDataOrderingAndBoundedTruncation	repl-results
P24-REPL-006	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Required-Behavior	modules	PASS	Single-source generations data aggregates and certified callable values are retained and retired at reset/close; import-anytime pinned reuse reload configured roots and application-owned escaped callable-generation lifecycle are implemented	lyra-repl/src/test/java/io/mindspice/lyra/repl/PersistentImportTest.java#importedModuleInitializesOnceAndKeepsLiveStateAcrossSubmissions;lyra-repl/src/test/java/io/mindspice/lyra/repl/SessionModuleRuntimeTest.java#diamondDependenciesInitializeOnceAndReuseOneLiveProducer;lyra-repl/src/test/java/io/mindspice/lyra/repl/ModuleReloadTest.java#reloadUsesFreshSourceWhileOldSelectiveValueRemainsBound;lyra-repl/src/test/java/io/mindspice/lyra/repl/ModuleReloadTest.java#deletingTheBackingSourceDoesNotReplaceThePinnedDefault;lyra-repl/src/test/java/io/mindspice/lyra/repl/SessionGenerationLifecycleTest.java#repeatedReloadResetAndCloseRetireOwnedGenerations;lyra-compiler/src/test/java/io/mindspice/lyra/compiler/api/SessionPinnedModuleCompilerTest.java#preservesEveryProducerIdentityAndEmitsOnlyNewCodeWithExactExternalReads	repl-module
P24-REPL-007	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Required-Behavior	attachment	PASS	Debug-capable launcher activation application owner-thread safe points root-public live assignment and explicit Java embedding lifecycle are implemented	lyra-repl/src/test/java/io/mindspice/lyra/repl/ApplicationAttachmentTest.java#publicScalarReadsAndWritesTargetTheOriginalRootStorage;lyra-repl/src/test/java/io/mindspice/lyra/repl/ApplicationAttachmentTest.java#publicFunctionValuesUseRealInstancesInBothDirections;lyra-repl/src/test/java/io/mindspice/lyra/repl/ApplicationSafePointTest.java#infiniteSelfTailMainServicesOneOwnerRequestThenResumes;lyra-repl/src/test/java/io/mindspice/lyra/repl/AttachmentCancellationTest.java#cancellationInsideRootCallsTargetsOnlyThatEvaluation;lyra-repl/src/test/java/io/mindspice/lyra/repl/AttachedValueLifetimeTest.java#tupleAndFunctionValuesShareTheRootLifetimeStructuralDomainAcrossReopen;lyra-repl/src/test/java/io/mindspice/lyra/repl/ApplicationAttachmentJavaConsumerTest.java#externalJavaConsumerProvesExplicitOpenPollCloseReopenAndCancellationIdentities	repl-attachment
P24-REPL-008	.internal-dev/plans/20260905-134255-persistent-lyra-repl-with-jline-console-evaluation-api-a/plan.md#Validation-Criteria	integration	PASS	The scalar data-aggregate source-local callable imported-module configured-root and attachment corpus passes including recursive/cancellation flows forked Java verification cross-surface conformance and release gates	lyra-repl/src/test/java/io/mindspice/lyra/repl/CrossSurfaceLocalApiTest.java#commonCorpusExecutesThroughTheLocalSessionApi;lyra-repl/src/test/java/io/mindspice/lyra/repl/CrossSurfaceManagedConsoleTest.java#commonCorpusExecutesOnTheManagedConsoleOwner;lyra-repl/src/test/java/io/mindspice/lyra/repl/CrossSurfacePlainConsoleTest.java#consoleCorpusKeepsOneInputOwnerAndExactSourceHistory;lyra-repl/src/test/java/io/mindspice/lyra/repl/CrossSurfaceAttachedAppTest.java#appAndSessionMutationsObserveTheSameExactRootStorage;lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/CrossSurfaceRemoteStandaloneTest.java#commonCorpusExecutesThroughTheRemoteStandaloneAdapter;lyra-repl/src/test/java/io/mindspice/lyra/repl/remote/RemoteSessionExecutionTest.java#realSessionQueriesExecuteOnOwnerAndRuntimeFramesSurviveTheWire;lyra-cli/src/test/java/io/mindspice/lyra/cli/ReplRunCliTest.java#runReplBindsAnUnauthenticatedEndpointAndServicesLiveRootWork;lyra-cli/src/test/java/io/mindspice/lyra/cli/ReplArtifactIT.java#bundledDebugJarRunsWithNoExternalCompilerOrReplJars;tools/phase24-release-audit.sh	repl-integration
